Market_ID,Product,Market_Price_per_ton,Demand_Index,Supply_Index,Competitor_Price_per_ton,Economic_Indicator,Weather_Impact_Score,Seasonal_Factor,Consumer_Trend_Index
32,Rice,284.2910532,190.4944879,109.8278653,334.2095533,1.377003995,22.79773753,Low,123.3534279
33,Rice,426.9932867,66.85687442,73.334223,166.8437604,1.411621519,36.30247044,High,56.25829364
34,Corn,240.2421236,129.2458863,76.12585135,149.0512556,0.664701507,18.36239699,High,50.59501919
35,Corn,419.879953,187.0681624,164.5781195,382.4698266,1.41043326,26.96340452,Low,142.607937
36,Wheat,299.4406639,140.1005594,150.0029752,387.1278619,1.15321694,38.26682939,Medium,65.51905023
37,Soybean,295.2327419,194.4242922,93.04654765,150.4866243,1.412597583,85.18369532,Medium,141.8811778
38,Corn,251.5614862,152.4916613,86.19684735,440.9943748,1.079426035,46.05054298,High,60.87622273
39,Soybean,335.0521257,121.0790956,195.1914733,149.9135958,1.29124272,5.946042638,Low,89.98879425
40,Wheat,345.2359169,77.27913977,107.5217671,370.8462121,1.068983624,72.9189766,Medium,129.2176874
41,Rice,464.6830585,126.741706,114.0740941,281.5224349,1.301567077,56.58337698,Low,134.8001487
42,Corn,255.9334094,192.2274297,62.98634501,174.1072125,0.985473742,99.29508189,Medium,145.3458413
43,Rice,152.21921,193.0303383,78.37377754,295.8201926,1.324473893,15.20197876,Medium,56.95146477
44,Wheat,370.6481691,59.63726259,179.4800554,177.2283472,1.240814222,60.81045731,Medium,86.06229096
45,Soybean,319.7465949,52.30308963,183.1776813,329.9633984,0.808506584,17.55839233,Low,148.1238588
46,Wheat,112.3019105,82.29103833,107.6221534,277.6500995,1.400343601,79.76412528,Medium,88.94193805
47,Wheat,370.8150587,119.5274413,65.95910801,196.4890184,1.31378221,70.14542417,Low,118.2195242
48,Rice,424.5490732,98.58569837,71.82901897,202.9635931,1.094076966,37.56216291,Medium,66.97862964
49,Rice,162.5945052,141.0507063,130.997794,359.94364,1.219049292,14.5372603,Medium,76.98625739
50,Corn,316.5382901,159.6985004,52.62016265,222.0636872,1.295604905,89.48032717,High,91.34361966
51,Soybean,343.0149812,118.4433626,112.2748729,333.6044459,0.817799789,47.14483967,High,103.2342546
52,Soybean,356.2333935,99.46010266,124.5093763,394.5173115,0.79746712,61.39700472,Medium,100.0932343
53,Soybean,376.6484612,138.4765561,145.7374883,242.5854154,1.297071636,58.07345572,High,62.48765617
54,Wheat,335.3937612,142.2034992,199.1059507,122.3327224,0.799460492,49.3600321,Medium,64.17112276
55,Rice,405.8301452,109.7259254,112.5926694,494.2927114,0.582459499,13.95630821,Medium,123.5930567
56,Rice,360.1303309,173.2419614,107.4271419,405.7668836,0.677590184,75.46317185,Low,121.1024047
57,Soybean,221.6220656,74.83872836,173.5438004,185.1090802,1.06341589,57.23954707,Low,57.02861692
58,Corn,186.1114086,183.7238446,72.6302296,100.4923652,1.438845639,42.01413016,High,92.80145947
59,Rice,256.0273315,125.6315756,131.8809405,375.4505697,1.423997802,33.90500541,Low,105.7240819
60,Rice,162.131563,79.01933274,84.81637656,145.8184384,1.162759162,1.120256943,High,141.7624622
61,Corn,377.8663076,143.0274321,135.0096187,487.424025,1.006080801,10.62235055,Low,106.7839372
62,Soybean,249.1652265,153.3369596,177.0523369,409.2751582,0.644937924,52.46760124,Medium,64.81173269
63,Soybean,346.8200351,188.2012634,155.4208266,309.3866227,1.233993803,52.20473264,Low,73.06156495
64,Wheat,264.2328768,119.8675619,132.6027999,421.1405928,0.975370731,70.44220097,Low,99.43955596
65,Corn,235.9269239,67.74217553,141.3660061,252.3913179,1.103581379,94.6959978,Medium,117.954617
66,Rice,144.8175744,118.3670098,87.13214753,122.7854797,0.988217766,15.03425028,High,133.7053073
67,Wheat,433.8187551,50.77146449,134.8266179,341.9648304,1.344454551,77.82548201,High,128.6376881
68,Soybean,383.9448408,121.2099972,132.1422354,468.1666321,1.490545314,92.60149386,Low,104.4190434
69,Soybean,174.4333954,97.36481313,112.0044525,285.0526733,1.349627884,59.44429763,Low,76.47425621
70,Wheat,220.4192889,101.2062108,83.97254193,476.4036693,0.722975465,63.06355861,Low,136.4954885
71,Wheat,398.9354129,62.63465837,184.2621797,286.097828,1.233327513,36.31768802,Low,135.0910713
72,Wheat,122.2492199,97.09938143,192.8764345,224.6102392,0.762104173,62.03281156,Low,94.91780426
73,Wheat,193.0987351,114.121434,86.19148385,178.5370099,1.332830453,93.5282728,Low,143.6395697
74,Corn,386.3514319,90.70005602,173.2513592,123.8687154,1.444800694,66.55225782,Low,91.20704809
75,Wheat,268.8723715,177.0930741,114.8456256,178.4653502,0.855317117,10.71788585,High,97.87867213
76,Corn,446.7159296,145.1289178,82.05524503,467.105074,0.56203862,40.79534355,Medium,75.69972396
77,Soybean,464.6568055,138.5129076,146.4577455,381.743202,0.748737968,7.672091246,Medium,63.43347516
78,Rice,202.3609099,169.0562646,66.96739488,382.9828693,1.265881827,4.335218447,Low,138.2851522
79,Soybean,296.7023541,151.8707396,150.9639716,478.0748839,1.374256827,19.77264824,Medium,118.1262821
80,Soybean,271.8499152,108.5158159,56.14564478,278.4072301,0.81351034,85.86341297,High,87.03835688
81,Wheat,314.0605278,72.57746824,127.8724679,482.1443544,1.432608284,51.96085198,High,62.02642116
82,Rice,323.8384319,114.6790314,74.87242924,428.0734112,0.737321988,45.29063669,High,69.68712318
83,Soybean,232.5658847,121.8382993,59.75725356,102.3509492,1.197335091,81.63301351,Medium,123.7263945
84,Wheat,326.5610291,85.60180173,65.64145162,273.1292049,1.046803761,22.88845159,High,78.00654621
85,Corn,447.1703645,74.84388926,57.83459907,354.3539277,1.351050936,3.243885006,Low,63.68740298
86,Rice,398.7144047,132.7983452,112.1321237,408.3458055,0.684628501,20.0041331,High,71.4467293
87,Soybean,146.8789776,59.24337304,59.59809779,463.306257,1.469364702,47.2264091,High,111.9162695
88,Soybean,422.8486329,107.2941526,145.3447168,218.7327279,0.922127221,68.99978352,High,125.5296879
89,Wheat,432.8457306,180.2486987,122.8339007,109.7631101,0.768927251,78.07464673,High,116.6181072
90,Wheat,294.4378424,150.2737149,117.8363619,191.959229,1.147398338,94.94263811,Low,136.2725407
91,Corn,271.2601135,58.15331933,86.93361737,304.5590513,0.585517721,36.58447487,Medium,132.2693798
92,Rice,469.8405063,188.0058649,116.6287822,484.978254,1.204934969,55.05120835,Low,104.4302273
93,Rice,370.030821,187.5832541,84.05127739,160.2501262,1.016563397,52.47735566,Medium,93.47905146
94,Wheat,289.8641188,170.9509165,149.6777071,450.0433137,1.26432859,18.38697862,Low,143.0902655
95,Corn,355.2962897,186.8514605,120.193796,373.4585015,0.992300986,91.74800693,Low,113.3243636
96,Rice,417.4988773,57.15767887,99.85830095,464.9530828,1.288392195,86.41213816,Medium,106.1149981
97,Corn,265.0845169,78.52431095,85.57850437,223.7062713,1.355664083,66.49492079,Low,139.8268563
98,Soybean,115.2130793,190.5376259,137.1869516,124.4517899,0.660014859,8.609402281,High,59.51581286
99,Soybean,371.4573687,50.41112718,195.5562067,241.561433,1.440223916,48.76755967,Low,59.91182688
100,Corn,160.4328796,124.1179751,120.7267906,463.9265688,1.425086663,10.41663073,High,55.59666034
101,Soybean,335.7590675,170.3942798,96.25372324,370.7036794,1.061558598,71.13978614,Medium,58.08670831
102,Corn,265.6467079,105.7048578,140.6719018,136.965303,0.693510586,29.09718751,Low,103.5199616
103,Soybean,461.1863791,155.2662646,187.8974369,190.3640865,1.476823257,51.16310244,High,69.69537365
104,Wheat,140.7900618,152.8220852,184.971809,491.6480251,1.242336911,66.82945744,Medium,69.51591365
105,Rice,187.0355302,135.9365163,175.3491567,201.7361869,1.491588193,99.48215564,Medium,95.0904712
106,Rice,404.915432,50.83860777,162.1543714,262.9884191,0.785817183,31.94976106,Medium,89.3884359
107,Rice,211.404507,189.7612647,152.8796488,385.7952035,0.652476021,95.86137062,Medium,71.60001003
108,Corn,148.0951465,85.64160396,163.4338296,117.6243673,1.197486034,46.97833083,Low,126.0678316
109,Wheat,427.062463,54.39065366,157.7437313,179.6494843,0.639168123,99.41975734,High,103.0041137
110,Corn,100.8649822,147.0381634,146.5074114,116.6756969,1.180385137,57.65533004,Medium,115.2697611
111,Corn,308.9163764,168.2183361,136.2961893,313.2248046,0.753535204,27.62633054,High,62.53711509
112,Soybean,341.8003997,113.803832,193.237663,404.5831228,1.323928624,1.43998748,Medium,100.758816
113,Soybean,156.6047594,118.1991754,96.97939965,296.6822169,1.293785079,49.67614431,Low,110.9232534
114,Soybean,159.4643849,196.9274567,83.54636379,169.4022986,1.043038325,60.95017841,Medium,124.3415888
115,Corn,441.4614425,60.4969704,112.6811449,462.0004011,0.997116455,93.19369264,High,80.66720021
116,Rice,109.4024325,189.1497922,165.4769097,441.8289269,1.012018313,10.53990531,Medium,58.43848195
117,Soybean,279.5019307,148.6589681,175.6616082,101.1794095,1.218078982,76.88690858,High,127.1075809
118,Soybean,472.7960211,186.4470339,59.17358437,349.146344,0.620282888,30.33162685,High,97.7707709
119,Rice,210.6489392,152.8499862,70.70134354,253.4077882,1.175404477,26.85059961,High,81.89638657
120,Corn,390.4950982,146.0534429,99.30743714,440.8955732,1.419497276,59.64024166,High,58.94441879
121,Rice,403.222271,178.8039065,136.2252996,158.3018355,1.445731487,42.54188915,Low,124.3836132
122,Soybean,344.9845461,181.2838339,92.26001768,346.8500643,0.617148418,30.44215896,Medium,119.6022897
123,Soybean,424.5808922,110.8045922,83.63911307,411.0553755,1.339543044,44.92869435,Medium,121.6332973
124,Wheat,482.9481817,171.5937161,54.7252793,440.8309885,0.846405284,73.39816069,Low,137.4184394
125,Wheat,373.4106973,130.2885573,98.23133893,338.7337752,0.624812718,49.63396315,Medium,101.5441825
126,Wheat,133.2922862,152.3362967,72.4030031,197.2098096,0.516792617,19.30739632,High,124.7867747
127,Corn,441.5957007,114.1095826,114.5361508,288.2632172,0.514567114,10.69131687,Low,92.94087332
128,Corn,493.8240952,85.16710141,159.7309363,310.5678164,0.901047228,37.98748198,Medium,137.1479113
129,Soybean,374.751552,64.44601306,59.92466041,404.4791,0.644353482,51.99727734,Medium,142.9370132
130,Rice,399.6387547,119.5278218,166.3493466,245.0527113,1.066874812,93.10372877,Medium,144.4167022
131,Corn,420.9962959,164.4978411,148.9355606,254.3015634,1.116761312,28.92511881,Low,128.2164265
132,Rice,341.4485866,170.8695043,61.76587691,421.0216922,0.64330099,93.33552773,Medium,133.6378467
133,Corn,221.3723946,187.606737,104.7468054,263.8808469,1.057550451,95.48607098,High,63.3024252
134,Rice,474.0225209,78.99651516,52.59073175,480.6895575,1.370637641,48.97461976,Medium,107.4170814
135,Soybean,337.9784864,147.7471533,142.7509239,250.239398,1.438609428,47.13027293,Low,73.84834258
136,Wheat,187.9217262,110.2465922,156.5303602,395.683576,0.723998222,74.54200863,Medium,58.81516163
137,Wheat,326.8546606,183.0044696,148.9716023,402.823835,1.185402595,7.761623186,Low,146.4365091
138,Corn,394.8277761,187.4908837,106.4262127,244.5589637,1.066220561,62.68652805,High,101.1514706
139,Rice,458.8236058,89.19770521,143.8972648,343.8378718,0.658314124,14.55756155,Medium,51.85354787
140,Corn,286.0173859,115.1944738,108.7709801,422.884075,1.315132138,18.59020149,Medium,99.04207089
141,Wheat,233.033488,199.2523938,195.5423724,492.446014,1.263427423,45.01784342,Medium,79.96792366
142,Rice,488.7011679,155.6184892,98.89426453,150.9448686,0.746150921,75.10849941,Low,145.2771185
143,Rice,236.4357961,139.6547177,83.58081419,345.8473383,0.640532008,7.824458368,Low,126.0471132
144,Rice,265.056197,117.0693968,144.0788809,169.5167842,0.509383443,99.91618897,Medium,117.9629799
145,Rice,126.6100017,139.5214864,103.6468739,201.3898453,0.58872006,3.992313195,Medium,111.6408213
146,Wheat,326.6731573,72.50330039,163.6836282,152.9146624,1.320423568,57.00805304,Low,68.38023191
147,Rice,487.7135511,115.2233828,122.3519432,475.140163,1.377341537,88.9232073,Low,55.30112372
148,Soybean,303.4562772,160.1564728,91.46293986,202.0912996,1.491815876,31.66561489,High,52.88749355
149,Rice,177.718575,129.9842777,118.2942243,127.067703,0.615000576,98.43163989,Low,58.25225833
150,Corn,298.8474065,75.71050837,89.45041804,325.6691289,1.24834685,24.56309082,High,58.55506431
151,Corn,116.0435654,55.83870417,131.3807515,216.3427668,1.172270858,40.67669431,Low,125.2553565
152,Corn,345.9037288,179.642887,131.6667015,341.3086606,0.906278948,1.379552544,Medium,84.28470798
153,Rice,299.0767498,155.0026677,51.71327727,452.8184377,0.992907541,73.23824141,High,54.62313684
154,Rice,408.0091017,147.8149729,189.375098,472.9388133,1.295886165,34.73522787,Low,76.35744082
155,Corn,472.3831525,154.6688121,114.9151815,149.7576799,1.395810414,93.70116997,Low,87.42748024
156,Wheat,400.8049473,64.23826965,150.3817848,171.4376227,1.141021698,11.17324351,High,69.98881022
157,Soybean,246.2827058,83.99837898,121.8710105,215.8378129,1.462457875,10.82753478,Low,126.1719437
158,Soybean,381.9274663,77.26294176,127.5290508,140.0312287,1.46394448,14.05770098,High,85.79106746
159,Soybean,104.389068,63.94053722,64.62357247,400.6577522,1.371009683,87.46383595,Low,113.1656597
160,Soybean,403.5255835,181.2667387,152.4272818,466.3362778,0.504353328,83.50211652,Medium,149.9364556
161,Wheat,225.6010365,188.2094558,77.14813106,417.4142008,0.887121671,32.78219701,Low,113.374467
162,Soybean,359.6827774,185.0475004,177.5329912,489.6295551,1.182356906,44.72843497,Low,106.5028498
163,Soybean,328.0091504,60.85838276,66.38965097,168.8838109,0.956047095,55.29967389,High,98.46368825
164,Soybean,309.3921987,111.696447,119.1564475,259.9852538,1.007650321,73.87680744,Medium,65.21377733
165,Corn,302.1325012,128.8170144,59.72570467,144.5141709,0.943171465,35.48548279,Medium,143.98007
166,Wheat,174.8024353,119.6033316,177.3990569,300.2223158,1.08402475,11.47286986,Medium,112.8166485
167,Soybean,148.5105063,180.6527406,129.0410308,393.2528859,1.322581787,55.5803269,Medium,91.72810579
168,Rice,456.1716898,180.6121117,83.39989826,263.2951958,1.186578699,3.539778678,Medium,56.58096146
169,Soybean,168.6713901,122.4594716,103.8088091,399.3360429,1.095266588,97.97305014,Low,54.65668167
170,Wheat,293.8961242,134.0941816,147.9662347,170.6287412,1.203522663,58.2963833,Medium,134.7114946
171,Rice,485.8348543,89.59768709,183.3639678,420.8523234,1.426481048,30.14491629,Medium,116.9695728
172,Rice,268.1213063,124.6198661,108.2147692,412.1815082,1.180873585,3.410548712,Low,118.2417506
173,Soybean,175.4126645,163.1676834,71.42500791,207.6856558,1.401984095,86.39814921,Medium,62.99804755
174,Rice,413.8740667,130.3377653,121.9268057,160.4140583,0.780272653,5.172865908,Low,125.0539202
175,Soybean,234.3343524,195.0191308,82.62552925,211.7333947,1.397377055,93.1569043,High,53.58593474
176,Wheat,330.0923606,53.93248347,161.5100738,330.3811674,0.865694843,68.69929823,Low,85.45509442
177,Rice,219.6248754,193.5348186,89.95213323,298.2934871,0.622571352,67.33255971,Medium,137.6308277
178,Corn,102.562684,127.477813,52.42528076,238.3122857,1.170937639,20.30695946,Medium,105.2705023
179,Rice,331.758435,101.9843847,51.84676739,130.106354,1.406628795,74.96733993,Low,130.6195485
180,Corn,486.3752461,61.04531729,83.70651806,175.6771498,1.034626295,56.62678207,High,146.2433249
181,Soybean,465.0392337,77.98681199,91.71439687,365.2168495,1.375123856,29.84377869,High,65.19884076
182,Rice,384.8723152,102.486742,56.36663615,331.0947034,0.567505448,32.01184627,Low,133.9881893
183,Corn,441.7906287,97.96869939,164.8551912,306.5448447,1.434399929,81.93644351,Low,136.5713331
184,Rice,228.5679346,138.1855192,124.9408034,360.7354754,1.239452891,79.5286231,Medium,149.2095667
185,Wheat,237.2340474,83.52284051,174.3081435,325.8872065,0.93009734,73.81132825,High,72.21308389
186,Wheat,296.2859411,143.5648409,69.83008025,258.9838818,0.574963271,23.88840385,Low,116.8674836
187,Wheat,456.9560298,161.7847171,56.91825633,491.8244329,0.760382348,75.20938645,Low,113.5552661
188,Corn,185.1404322,64.78619446,64.11083403,408.5136376,1.236380354,12.49902938,Medium,108.5047966
189,Soybean,368.8427471,138.3528706,51.23827216,499.1866108,0.58777281,6.863364026,Low,84.1493098
190,Soybean,117.4779184,86.027078,126.6933562,282.8996456,1.120313463,88.04462835,Medium,133.5705264
191,Corn,167.588969,87.54540901,183.5238143,331.9170538,1.493675173,11.58915147,High,129.5645475
192,Rice,195.6682174,122.9863047,62.08927392,235.0610489,1.441719231,25.83421759,Medium,121.3189987
193,Wheat,316.7087771,108.8568799,135.3520382,390.4080028,0.949746047,82.07262712,Medium,112.2222465
194,Wheat,146.2619341,190.2619426,134.7355544,139.7994857,1.454068174,3.655233031,Low,62.87162234
195,Soybean,371.2479197,78.51882092,68.8851705,217.7827363,0.934825441,89.82326534,Medium,60.9474981
196,Corn,383.9539593,65.85931704,82.29317098,278.0288927,0.821410781,13.68157118,Low,55.66370208
197,Wheat,291.5037075,195.3903373,165.804346,139.2696697,0.748800953,20.74308008,Low,50.70852069
198,Corn,493.3328518,191.2416681,165.8977461,194.53753,0.929118816,46.00751389,Low,128.0755627
199,Rice,138.0472728,50.32548591,161.0468953,232.3099395,0.705908786,28.18987111,Low,136.5184304
200,Soybean,427.7006017,113.8877092,151.7077911,158.344106,1.475867245,90.55902889,Low,59.92871626
201,Wheat,259.9769353,56.03937243,148.822347,205.1653756,0.627923154,81.50760162,High,106.6112163
202,Soybean,310.2982764,196.0758069,137.6236186,361.3420266,1.103963286,75.75368543,Low,71.65934094
203,Soybean,157.927121,165.475517,59.45574663,462.9840516,0.764982946,17.66585254,High,105.1158237
204,Rice,352.8226138,62.87407504,61.25948765,235.407916,1.487047957,91.37956003,High,104.6654899
205,Soybean,328.1181587,53.27300711,140.9085342,366.9578797,1.234417254,14.30801075,High,86.11763282
206,Soybean,315.7852088,100.3502721,71.15240628,385.8205846,1.146160385,7.943468203,Medium,117.8224125
207,Soybean,310.9493633,142.1843424,147.7947736,149.3083532,1.385925477,39.01436099,Low,129.7577461
208,Rice,238.1821708,103.1711915,135.5690285,346.7768769,0.887512857,12.62573059,Medium,87.73818184
209,Rice,397.873192,152.0072377,118.6522596,364.372168,0.706202088,80.67971602,Medium,106.7004075
210,Rice,474.5732958,140.390786,153.7823973,254.0249326,0.66841099,41.09573896,High,122.7271569
211,Soybean,433.8759185,94.09793503,165.2141399,416.8350826,1.404461865,49.35430498,Low,136.4568089
212,Soybean,188.900054,76.12294072,133.9079605,176.8593382,1.294417139,91.06323592,High,74.30247364
213,Rice,213.8890078,183.8501968,93.65888377,309.2567175,0.78987924,45.88867893,High,136.0329059
214,Rice,304.8989253,76.26649298,87.29306617,244.8198239,0.891132654,93.76646195,Low,123.0469201
215,Wheat,231.2601909,179.2941133,61.72352531,327.4306598,0.991687233,79.36412407,High,116.8282068
216,Wheat,458.8278143,112.9072711,161.7144662,212.7391535,1.243232833,84.16402902,Medium,122.3837455
217,Wheat,375.437979,86.34724867,81.87805303,135.5798348,1.410195281,39.41393995,High,69.78232054
218,Wheat,114.1049902,106.1556995,119.0094545,307.3911878,1.053060187,81.57486053,Medium,100.3550807
219,Wheat,245.8960338,156.833873,157.7021262,224.9815591,0.743012056,75.17604604,High,128.247838
220,Corn,292.6331273,124.7878002,116.717348,218.2763567,1.031891247,9.027519288,High,135.5086595
221,Soybean,176.1275012,179.625143,181.4761897,321.3141243,1.463385692,23.04260329,High,100.3219198
222,Corn,396.365046,142.0142776,153.1645726,122.0091232,0.912165137,99.16733701,Medium,85.49204527
223,Rice,464.5687041,196.6500897,189.4581297,317.9565832,0.675785149,20.55933123,Medium,83.2666651
224,Corn,363.6572883,50.98065971,142.1858383,228.4160751,1.474321915,45.35735233,Low,94.0573077
225,Rice,136.4951615,132.5746201,161.87977,232.9980353,0.621142836,23.20816795,Medium,126.4950484
226,Soybean,393.6069916,64.0877227,89.89428008,419.945732,1.023341767,71.96444784,Medium,85.23999902
227,Rice,369.4431469,102.740462,187.310699,101.6809207,0.68901838,21.16165731,Low,147.4982524
228,Corn,285.1757967,145.8144699,173.2666125,161.2920462,0.676187217,23.56902182,Low,114.2112208
229,Rice,146.3865334,51.4015536,57.85158215,159.902246,1.043142141,97.36980871,High,128.7256016
230,Soybean,177.7798279,61.55474233,65.8338091,424.3380941,0.549316992,3.589143599,Medium,98.80605449
231,Wheat,468.8886334,51.22463259,119.6406952,196.9262999,0.831606534,54.80725159,Low,124.1271137
232,Corn,183.3940116,155.5644883,168.7620876,421.5571373,1.299612769,25.72820673,High,78.81148533
233,Rice,284.6441913,121.8907001,68.0743014,403.2593595,1.219980063,21.70288455,Medium,94.12676567
234,Corn,471.0514981,94.40687971,72.87681947,337.7142824,1.097117892,84.72892213,Low,137.8064275
235,Wheat,152.2633802,110.7758867,121.4187662,249.4573091,0.558917155,16.8260499,Low,104.7614489
236,Rice,270.5689343,67.57170777,161.3944733,409.8604446,1.461702129,77.47462287,Medium,130.0646314
237,Soybean,292.9679605,182.6749153,99.83253601,424.725476,0.761926955,85.50086886,Medium,84.28647753
238,Rice,150.1111137,162.9199174,153.1071695,136.9629241,0.579840711,92.2480947,Low,84.91320283
239,Soybean,245.5508265,100.1819308,131.9691559,303.9662784,0.831882472,71.76667419,High,89.66592569
240,Rice,239.9246766,81.21114185,179.409834,138.1789926,1.405277369,6.152690711,High,94.41759788
241,Rice,375.6994358,92.48565748,75.25618057,416.178063,0.531847417,87.10922315,High,54.85425666
242,Soybean,412.7426884,93.99690551,165.028777,485.0449363,0.961140108,32.33610063,Medium,67.25132042
243,Corn,469.1031476,179.2416405,158.1025208,338.3743164,1.196845521,26.08690231,Medium,104.2335221
244,Wheat,487.3994649,79.8485949,170.0222015,403.8658118,0.727616042,33.18725875,High,126.5877796
245,Wheat,450.7401998,195.599798,78.93419378,149.8395409,1.236830092,99.89044318,Medium,51.48575045
246,Rice,167.4146852,114.760842,75.75757946,482.4088597,0.701242369,79.34241928,High,95.80814591
247,Corn,225.5237881,155.5175041,132.2254757,184.8678213,0.532064223,53.98813274,High,59.93819299
248,Corn,494.3288325,66.74653034,143.9084667,340.2878043,1.371032347,68.58994954,Medium,120.0363656
249,Rice,133.2577304,120.5759461,85.58576867,345.6915592,0.723815654,89.96846251,High,79.91422716
250,Wheat,434.2744079,74.43392967,105.8905475,350.0790658,1.398613066,89.80037246,Low,105.2417054
251,Wheat,283.5644435,52.20483051,75.06869785,264.1074648,0.73751149,26.85647053,Low,127.5835399
252,Wheat,129.2854676,124.4069865,151.9289645,488.4834456,0.82301126,71.85727968,Medium,53.13585894
253,Corn,342.1849935,104.0725171,117.8187849,246.045127,0.526066852,48.58500779,Medium,121.8518118
254,Rice,424.9783411,194.3330146,130.1803717,444.3906537,0.770453734,7.628063073,Low,128.4350739
255,Wheat,216.890103,60.80455517,59.54379273,222.4889318,0.540905768,4.090726338,Medium,83.59389588
256,Wheat,301.6970298,161.906787,114.3041866,376.7329321,1.420433228,44.03367166,Low,85.88657381
257,Wheat,219.9655259,116.1675725,131.574261,121.2680153,0.870742055,99.93863523,Low,148.6440823
258,Wheat,297.5830305,157.9952824,159.2999161,460.8774386,0.637175183,43.08302751,Low,115.1243529
259,Wheat,264.8718827,167.9614815,101.9413823,265.6029748,1.459476834,18.99123611,High,111.2258543
260,Corn,236.2175092,183.7393244,197.0115767,391.401261,1.465304315,87.64600031,Medium,117.6639972
261,Wheat,424.3366957,54.04551716,115.1746646,425.7837125,1.068521488,89.80111247,High,99.77007882
262,Rice,102.5345005,157.5137227,76.16505125,410.2174787,1.007193616,50.9370458,Medium,90.66635438
263,Soybean,426.7937338,88.04754447,74.30243592,364.1363352,1.212525132,71.00463887,Low,92.97192789
264,Corn,204.9719184,70.28928018,98.94783585,100.0569173,0.607666268,68.526102,Low,60.37139391
265,Corn,384.1879161,137.1307239,150.611249,277.2502986,1.282293618,62.16403377,Low,68.47291409
266,Corn,418.7156292,164.1861176,142.537556,267.9136647,0.718808145,48.63234764,Low,73.11402481
267,Soybean,342.3350912,159.5540991,78.28835135,268.9115238,0.718462092,77.7516249,Medium,89.64683446
268,Soybean,277.2735329,117.4086945,93.00607513,257.3395829,1.177027587,76.15739248,High,135.0536574
269,Wheat,301.2416589,150.5243327,155.7352628,327.2182379,0.775529429,42.5529139,High,57.61937123
270,Rice,153.7988985,153.2439392,157.7527721,271.875982,1.371015448,93.33418572,High,102.3523624
